"";"Author";"Comment";"Time";"NumberOfVotes";"Rate.Positive";"Rate.Negative";"Author.Parent";"NumberOfResponses";"LinkToResponses"
"11";"~inspektor :";"Nielegalne koczowiska naleøy potraktowaÊ spychaczem.Natomiast jeúli ktoú wybuduje pomieszczenia spe≥niajπce wszystkie normy i bÍdπ odebrane przez inspektorÛw budowlanych,wtedy moøna je zostawiÊ.";"wczoraj†22:43";"Liczba g≥osÛw:0";"0%";"0%";NA;NA;NA
"12";"~mfhhe";"Nie nie jestem cyganem,pracuje na swoja rodzine a dzieci wysylam do szkoly,nie na zebry..Przyjmnij do wiadomosci ze ja nie krytykuje tylko stwierdzam fakty i wysnuwam swoje oburzenie,dlaczego ja mam za wszystko placic? czy mam byc dyskryminowany tylko dlatego ze nie jestem cyganem ??";"wczoraj†21:35";"Liczba g≥osÛw:3";"66%";"33%";"~z Polski:";"66%";"#mark"
"13";"~rozsπdek :";"Tym z Nomady zakwaterowaÊ w domu po jednej rodzinie cygaÒskiej z Paprotnej a wtedy pogadamy z tymi cudakami.";"wczoraj†20:03";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"14";"~emigrant";"Masz racjÍ, wielu ""NiemcÛw"" ( ci co w latach 80 tam z Polski wyjechali) sprzedawali tak auta aby do forsy z ubezpieczenia dojúÊ.Polak potrafi.";"wczoraj†20:02";"Liczba g≥osÛw:0";"0%";"0%";"~Uczciwi Niemcy.:";NA;NA
"15";"~Ewa z Wroc≥awia";"Zgadzam siÍ z Paniπ nauka przede wszystkim a pÛüniej praca, nic za darmo.";"wczoraj†19:52";"Liczba g≥osÛw:1";"100%";"0%";"~Eløbieta:";"100%";"#mark"
"16";"~Ewa z Wroc≥awia";"Szanowna Pani ja teø wychowa≥am siÍ bez wody w domu i z ubikacjπ na podwÛrku.Moja mamcia chcπc polepszyÊ byt rodzinie przyjÍ≥a pracÍ jako woüna w szkole bo by≥o s≥uøbowe mieszkanie z mediami. Nie by≥a to ujma ale w≥aúnie by≥a ze wschodu i chcia≥a daÊ dzieciom wszystko co najlepsze. Tak wiÍc nie do koÒca siÍ z Paniπ zgadzam z tπ ""wschodniπ "" kulturπ. Dzisiaj kto chce pracowaÊ to ma, dla mnie Wroc≥aw jest wspania≥y i cieszÍ siÍ , øe tu mieszkam , a zwiedzi≥am pÛ≥ úwiata i nie zamieniÍ tego miasta a Romowie jak chcπ to muszπ przyjπÊ warunki naszego kraju albo do widzenia.";"wczoraj†19:49";"Liczba g≥osÛw:1";"100%";"0%";"~øenada:";"100%";"#mark"
"17";"~eko :";"jakie moøe byÊ pisemne uprzedzenie czy jak , jeøeli wybudowali samowolkÍ , czekaÊ aø wybuchnie jakaú infekcja!";"wczoraj†19:44";"Liczba g≥osÛw:2";"100%";"0%";NA;"100%";"#mark"
"18";"~Wroc≥awianka 1111 :";"Jaki ogromny wstyd czu≥am oprowadzajπc ostatnio przyjezdnych znajomych po rynku Wroc≥awskim gdzie na kaødym kroku zaczepiali nas cyganie... ca≥e klany wielopokoleniowe. .. najbardziej szkoda mi ze wykorzystujπ na zebry ma≥e dzieci. Powinien byÊ na to paragraf, a oni sami przeganiani w takich okolicznoúciach";"wczoraj†19:44";"Liczba g≥osÛw:4";"100%";"0%";NA;"100%";"#mark"
"19";"~bergitkark :";"dudkiewicz to rasista. jak cala po przyjmuje muzumanow a romow nie potrafi wprowadzic do spoleczenstwa.";"wczoraj†19:29";"Liczba g≥osÛw:4";"0%";"100%";NA;"100%";"#mark"
"20";"~hanys :";"MyslÍ øe przedstawiciele NOMADY powinni sobie wziπüÊ paru osobnikÛw narodowoúci romskiej do w≥asnych domÛw... Chcia≥bym widzieÊ ich miny po tygodniu :)";"wczoraj†19:29";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"21";"~Uczciwi Niemcy.";"Polaku jedü do Niemiec tam czekajπ na Ciebie obrazy,srebra,z≥oto itp. Ty myúlisz,ze jakby Niemiec nie chcia≥ to by mu ukradli samochÛd - zlecali to z≥odziejom,czasem z Polski.Nie rÛb z nich ofiar.Dawali im kluczyki i dokumenty i zg≥aszali kradzieø jak auto wjecha≥o na WschÛd.";"wczoraj†19:12";"Liczba g≥osÛw:0";"0%";"0%";"~emigrant:";"odpowiedzi: 1";"/forum/stowarzyszenie-ktore-broni-romow-odpowiada-na-oswi,0,1672528,170655595,czytaj.html"
"22";"~emigrant";"Røniesz g≥upa? Nawet samochÛd z pe≥nymi trumnami Polacy w Niemczech ukradli.Potem trumny w lesie wyrzucili. WiÍkszoúÊ samochodÛw ukradzionych na zachodzie lπdowa≥o w Polsce.Teraz kradnπ maszyny rolnicze i wszystko co nie jest przyspawane. Nawet oddzia≥y samoobrony we wschodnich Niemcach powsta≥y,ktÛre czuwajπ nad mieniem. Skπd niemieckie powiedzenie:""Jedü do Polski tam juø TwÛj samochÛd na Ciebie czeka""?";"wczoraj†18:49";"Liczba g≥osÛw:1";"0%";"100%";"~Moherowy leming.:";"100%";"#mark"
"23";"~RomsRom";"zalatwione druhu, pos≥a≥em tylko 12 dzieciakÛw øeby opony i tapicere kosami potraktowa≥y, to sie polakowi w jego kraju odechce ganiaÊ porzadnych uczciwych romuf";"wczoraj†18:41";"Liczba g≥osÛw:1";"100%";"0%";"~ROMans:";"100%";"#mark"
"24";"~Nienawistny,rozpity chlam. :";"Polacy to Eropejskie szambo!";"wczoraj†18:37";"Liczba g≥osÛw:1";"0%";"100%";NA;"100%";"#mark"
"25";"~RomsRom";"sory øROMie by≥em na myjni laserowej z moim mercem. w sumie to dziwne te polaki, tyle lat tu øebrzemy kradniemy, ni ch nic nie robimy a oni nas trzymajπ, szkoda tylko tego obozowiska, mia≥em tam skiranπ rolkÍ papieru toaletowego o zapachu lawendy";"wczoraj†18:32";"Liczba g≥osÛw:1";"100%";"0%";"~øROM:";"100%";"#mark"
"26";"~Aldo :";"Mamy pomagaÊ Romom zgodnie z ich kulturπ? To niech oni øyjπ zgodnie z naszπ. Szeroko pojÍtπ. Np w kwestiach poszanowania w≥asnoúci, higieny, praw kobiet, etosu pracy. To ONI sπ u NAS. Nie mam nic do RomÛw ale prawo jest, MUSI byÊ jedno. Jeszcze raz brawo Miasto i jego Prezydent";"wczoraj†17:33";"Liczba g≥osÛw:5";"100%";"0%";NA;"100%";"#mark"
"27";"~@@";"üle kojarzy to znaczy jak bo ja nie rozumie ? w latach 50-60 jak jeüdzili tazej oszukuje ,taborami to moi dziadkowie na wsi chowali byd≥o kury ,kaczki ,konie i pamietam ,øe nazywano ich koniokrady. Wyt≥umacz mi czy cygan czy rom inaczej sie zachowuje,inaczej kradnie ,inaczej oszukuje czy inaczej sie zachowuje i ten i ten to lenie .Nie , nie tak samo ,a nazwa nic nie zmienia.";"wczoraj†17:24";"Liczba g≥osÛw:2";"50%";"50%";"berserker:";"50%";"#mark"
"28";"~mmm :";"Brawo Dutkiewicz.";"wczoraj†17:19";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"29";"~Krytyk";"Cyganie to okreúlenie zbiorcze na wiele grup, z ktÛrych wiÍkszoúÊ w rÛønych okresach t≥umnie opuszcza≥o Indie po rÛønych wojnach (rÛøne grupy etniczne o rÛønym pochodzeniu czasami nazywa siÍ Cyganami robiπc z tego worek na wszystkie etnosy bez osiad≥ego trybu øycia). Romowie to nazwa jednej z tych grup. Sama nazwa Rom wywodzi siÍ z sanskrytu. Co ciekawe Rom w jÍzyku Romani oznacza cz≥owieka. S≥ucha≥em kiedyú wypowiedzi jakiegoú cz≥owieka zajmujπcego siÍ pomocπ Romom i z tego co mÛwi≥ jasno wynika≥o, øe innych nie majπ za ludzi i osoby im rÛwne wobec ktÛrych majπ przestrzegaÊ tych samych zasad co wobec siebie (by≥o to mÛwione w kontekúcie tego, øe rzekomo sπ bardzo moralnπ nacjπ...).";"wczoraj†17:14";"Liczba g≥osÛw:3";"66%";"33%";"~qwe:";"66%";"#mark"
"30";"berserker";"""Cygan"" siÍ jednak üle kojarzy. Dlatego w≥aúnie wymyúlono to okreúlenie ""Romowie"".";"wczoraj†17:12";"Liczba g≥osÛw:1";"100%";"0%";"~@@:";"100%";"#mark"
"31";"~FjorÛwka";"WiedzÍ, øe nomadziary pojawi≥y siÍ nawet na tym forum i kasujπ na potÍgÍ posty, wiÍc powtÛrzÍ ten mÛj z wczoraj, ktÛry zniknπ≥ ok.15 minut temu (sprawdza≥am): Po co im pismo skoro i tak nie potrafiπ czytaÊ? Co to za paskudna nowomowa i brak poszanowania dla jÍzyka polskiego? Po cygaÒsku 'rom' to cz≥owiek, wiÍc powinno nazywaÊ siÍ ich ludümi cygaÒskimi, ludnoúciπ cygaÒskπ, czyli Cyganami w jÍzyku polskim - ktÛry trzeba szanowaÊ i o niego dbaÊ. LudnoúÊ cygaÒska niecyganskπ ludnoúÊ nazywa 'gadzi' - gady, wiÍc skoro ktoú czuje siÍ gadem niech ich sobie nazywa romami. Zapraszam do zapoznania siÍ z sytuacjπ mieszkaÒcÛw Wroc≥awia i ich relacjami z tymi koczownikami - nie myliÊ z ''naszymi'' Cyganami, ktÛrzy sami nie chcπ mieÊ z nim nic wspÛlnego i nie nazwπ siebie za nic 'romem'. nomadziary - kasujcie ile chcecie, ale tym na pewno nie zmienicie naszego stosunku do koczownikÛw z Wroc≥awia i innych swoich projektÛw, wrÍcz przeciwnie.";"wczoraj†16:58";"Liczba g≥osÛw:5";"100%";"0%";"~FjorÛwka:";"100%";"#mark"
"32";"~ROMans";"pomÛø Romsromie , dzieci puúÊ moøe, niech jego nowπ tapicerkÍ zagospodaruja tak jak naszπ kanapÍ na skwerze.";"wczoraj†16:57";"Liczba g≥osÛw:1";"100%";"0%";"~øROM:";"100%";"#mark"
"33";"~øROM";"wszÍdzie na nas czatuje ten z ministerstwa, przejechaÊ walcem przez dom to ma≥o. jeszcze tutaj bÍdÍ nas obijaÊ. Taki z niego pogROMca ?";"wczoraj†16:54";"Liczba g≥osÛw:2";"50%";"50%";"~RomsRom:";"50%";"#mark"
"34";"~proste";"Niech wracajπ do swojej ojczyzny - Indii!";"wczoraj†16:48";"Liczba g≥osÛw:3";"100%";"0%";"~JA:";"100%";"#mark"
"35";"~czy nie ?";"Cwaniaki za≥oøyli fundacjÍ,nic nie robiπ my za to p≥acimy a ni siÍ z nas úmiejπ. WiÍkszoúÊ fundacji jest by wyciπgaÊ od paÒstwa pieniπdze .";"wczoraj†16:45";"Liczba g≥osÛw:2";"100%";"0%";"~Ewa z Wroc≥awia:";"100%";"#mark"
"36";"~RomsRom";"hej zRom, poczebujesz pomocy s tom polskom wszom?";"wczoraj†16:45";"Liczba g≥osÛw:3";"66%";"33%";"~øRom:";"66%";"#mark"
"37";"~øRom";"ChoÊ jam jest brÛdasÍ pogoniem ciÍ kurasÍm";"wczoraj†16:42";"Liczba g≥osÛw:2";"100%";"0%";"~@@:";"100%";"#mark"
"38";"~czy nie tak ?";"Nie mÛwimy,øe nie majπ prawa siÍ przemieszczaÊ.Ale,øe majπ obowiπzek pracy a nie øebrania,z≥odziejstwa,≥amania prawa,czy ciπg≥ego dopominania siÍ za darmo wiktu i opierunku. Tak jak oni postÍpujπ lenie i cwaniaki i nikt nie ma obowiπzku ich utrzymywaÊ i tolerowaÊ w swoim kraju i domu.";"wczoraj†16:42";"Liczba g≥osÛw:2";"100%";"0%";"~kriss:";"100%";"#mark"
"39";"~@@";"no w≥aúnie podobno maja krÛla ,gdzie jest krÛl,gdzie jest krÛl no ja sie pytam.";"wczoraj†16:42";"Liczba g≥osÛw:3";"66%";"33%";"~czy nie ?.:";"66%";"#mark"
"40";"~@@";"szkoda czasu dla ciebie. spadaj.";"wczoraj†16:40";"Liczba g≥osÛw:4";"25%";"75%";"~øRom :";"75%";"#mark"
"41";"~Avskyr dessa tˆlpar :";"Ca 5 000 cyganow rumunskich zebra w Szwecji gdzie coraz mniej ludzi daje im pieniadze, tym bardziej, ze policja stwierdzila zorganizowana zebranine. Cyganscy ""szefowie"" regularnie odbieraja wyzebrane pieniadze. Pomyslowe cyganki wpadly na pomysl prostytucji - rowniez potwierdzone przez policje. Jednak nie Szwedzi naleza do††klientow cyganek, ale arabowie.";"wczoraj†16:40";"Liczba g≥osÛw:8";"100%";"0%";NA;"100%";"#mark"
"42";"~Zibi 2 :";"RomÛw do Rumuni . !!!";"wczoraj†16:37";"Liczba g≥osÛw:4";"100%";"0%";NA;"100%";"#mark"
"43";"~RomsRom";"sie nas czapiajo, dajcie nam spokoj, pracujcie dalej a nie na czacie, skont bede mial na hotdoga z baranimi jajami?";"wczoraj†16:36";"Liczba g≥osÛw:3";"100%";"0%";"~ROMans:";"100%";"#mark"
"44";"~øRom";"nie udajem nim siÍ najem";"wczoraj†16:36";"Liczba g≥osÛw:4";"50%";"50%";"~@@:";"50%";"#mark"
"45";"~czy nie ?. :";"Niech siÍ nimi zajmie ich krÛl ,siedzπcy w pa≥acu i pobierajπcy daninÍ.A jak nie to wszyscy ktÛrym nie chce siÍ pracowaÊ powinni byÊ deportowani z miejsca przyjazdu..Nikomu nic za darmo siÍ nie naleøy.";"wczoraj†16:36";"Liczba g≥osÛw:4";"100%";"0%";NA;"100%";"#mark"
"46";"~@@";"przybi≥em i zrobi≥em øÛ≥wika. Bo juz takie g≥upoty wypisuja ,øe czytaÊ sie nie da ,jeszcze wrÛca do bitwy pod Grunwaldem .pozdrawiam";"wczoraj†16:36";"Liczba g≥osÛw:4";"50%";"50%";"~ancz:";"50%";"#mark"
"47";"stanimic :";"Kto wspiera ""Nomada""? Jakis wrog Polski. W Polsce obcokrajowcy nie moga miec wiecej praw niz Polacy.";"wczoraj†16:35";"Liczba g≥osÛw:7";"100%";"0%";NA;"100%";"#mark"
"48";"~ROMans";"Wiersz prawie bia≥y tak jak i ja po kompieli";"wczoraj†16:34";"Liczba g≥osÛw:3";"100%";"0%";"~øRom:";"100%";"#mark"
"49";"~@@";"i widzisz jak to pomy≥ka jedna literka ! to tak samo jak w tym øarcie "" øe Hitler sie przez jednπ litere pomyli≥ bo mia≥ napaúÊ na Holand a napad≥ na Poland"" To ja juz wole zostac przy nazwie cyganie.";"wczoraj†16:33";"Liczba g≥osÛw:5";"60%";"40%";"berserker:";"60%";"#mark"
"50";"~ancz";"Przybij goúciu piπtkÍ...";"wczoraj†16:32";"Liczba g≥osÛw:3";"66%";"33%";"~@@:";"66%";"#mark"
"51";"~czy nie tak :";"Drodzy przedstawiciele Nomada,to osiedle od wielu lat tam by≥o nielegalnie i naleøa≥o go juø dawno zlikwidowaÊ jako samowolÍ budowlanπ i inne tego typu zbiorowiska brudu,leni i øebrakÛw..Jak jesteúcie tacy dobrzy to og≥oúcie zbiÛrkÍ pieniÍdzy za ktÛre kupcie teren,wybudujcie domy ,nastÍpnie co roku je remontujcie. Ale ja sπdzÍ,øe wy zwyczajnie ,za≥oøyliúcie stowarzyszenie na ktÛre ≥oøy paÒstwo polskie czyli my wszyscy i tym sposobem tak jak cyganie øyjecie nic nie robiπc.Jak zabraknie tych,leni to bÍdziecie musieli iúÊ do pracy i uczciwie zarabiaÊ na øycie. DosyÊ utrzymywania darmozjadÛw,leni,chcπcych øyÊ z ciÍøkiej pracy innych.";"wczoraj†16:32";"Liczba g≥osÛw:11";"100%";"0%";NA;"100%";"#mark"
"52";"~øRom";"kartonowe mosty bo inaczej krosty za dunajcem wysypiajcem gdzie mam skrÍciÊ ?";"wczoraj†16:32";"Liczba g≥osÛw:3";"100%";"0%";"~RomsRom:";"100%";"#mark"
"53";"~@@";"to grzaÊ silniki w czarterach i do Ameryki z nimi . Kraj duøy poradzπ sobie i tam niech buduja sza≥asy.";"wczoraj†16:31";"Liczba g≥osÛw:3";"33%";"66%";"berserker:";"66%";"#mark"
"54";"~boli";"A Ty do Polski,abyú pozna≥ smak øycia w ojczyünie.";"wczoraj†16:29";"Liczba g≥osÛw:2";"0%";"100%";"~adam:";"100%";"#mark"
"55";"~@@";"babolu a skπd oni przybyli to nich tam wracajπ . Ja nie znam sie na tej nacji ale przecieø z ksiÍøyca nie spadli.";"wczoraj†16:28";"Liczba g≥osÛw:5";"60%";"40%";"~ewa:";"60%";"#mark"
"56";"~olek";"100% minus, a øadnej odpowiedzi...argumentÛw brak, ale zawsze moøna strzeliÊ focha :D";"wczoraj†16:28";"Liczba g≥osÛw:0";"0%";"0%";"~olek:";NA;NA
"57";"~job :";"Won z cyganami.";"wczoraj†16:28";"Liczba g≥osÛw:10";"90%";"10%";NA;"90%";"#mark"
"58";"~... :";"co za problem poczekac do zimy i nasylac straz pozarna za kazdym razem jak kots chocby koze w tych barakach rozpali? problem rozwiazany";"wczoraj†16:27";"Liczba g≥osÛw:9";"100%";"0%";NA;"100%";"#mark"
"59";"~qwerty :";"Nie by≥o s≥ychaÊ, aby ambasador rumuÒski interweniowa≥ w tej sprawie. Krzyczπ jedynie nawiedzeni polscy obroÒcy rumuÒskich cyganÛw. W ramach pomocy rumuÒskim cyganom cz≥onkowie Nomady mogπ zaprosiÊ ""przeúladowanych"" cyganÛw do swoich domÛw.";"wczoraj†16:27";"Liczba g≥osÛw:7";"100%";"0%";NA;"100%";"#mark"
"60";"~@@";"Paniusiu ,aleú pojecha≥a po bandzie.!     A czy to nasza wina ,øe cygany romy siÍ rozmnaøajπ. Romy to nie biedota tylko lenistwo !";"wczoraj†16:27";"Liczba g≥osÛw:5";"60%";"40%";"~ewa:";"60%";"#mark"
"61";"~sta≥a czytelniczka";"rozumiem obroÒcÛw osÛb przed eksmisja -to niech oni obroncy dadzπ im mieszkania bo ciekawa jestem czy jak oni komuú by wynajeli swoje mieszkanie i ta osoba przesta≥a by im p≥aciÊ czy tez byli by za brakiem eksmisji zmienili by zdanie bo twirdzenie paÒstwo powinno pomÛc pytam siÍ a paÒstwo to kto to my podatnicy tak samo jak mieszkaÒcy spÛ≥dzielni nie p≥acπ nie øe nie majπ pieniÍdzy tylko twierdzπ,øe spÄ≥dzielnia powinna ich utrzymaÊ a fundusze sa kogo nas mieszkÒcÛw dlatego czÍsto nie rozumiem tych broniπcych -oczywiúcie sπ osoby ktÛre nie z w≥asnej winy nie p≥acπ bo zdrowie nie pozwala ale sπ osoby ktorzy na wÛdkÍ papierosy majπ do pracy nie bo nie ale mieszkaÊ chcπ przyk≥adÛw jest duøo bo ostatnio niektÛre osoby twierdzπ,øe paÒstwo powinno pomagaÊ a pieniπdze z kπd od podatnikow itp...";"wczoraj†16:27";"Liczba g≥osÛw:3";"100%";"0%";"~beemx:";"100%";"#mark"
"62";"berserker";"Odczepcie siÍ od tej Rumuni. Ja wiem, øe nazwa jest podobna, ale Rumunii i Romowie to dwie rÛøne nacje. Rumuni to narÛd RomaÒski, a Romowie pochodzπ z Indii. NajwiÍcej RomÛw na úwiecie mieszka w Stanach Zjednoczonych, a nie w Rumunii (ürÛd≥o: Wikipedia) - wiÍc jeúli coú to czepiaj siÍ USA.";"wczoraj†16:27";"Liczba g≥osÛw:4";"50%";"50%";"~kriss:";"50%";"#mark"
"63";"~z Unii";"Chyba w USA bo w Europie zachodniej pracujπ.";"wczoraj†16:25";"Liczba g≥osÛw:1";"0%";"100%";"~dina z USA:";"100%";"#mark"
"64";"~Tak pytam.";"Ewka - Ty jesteú taka g≥upia sama z siebie, czy Ci ktoú za to p≥aci?";"wczoraj†16:24";"Liczba g≥osÛw:2";"100%";"0%";"~ewa:";"100%";"#mark"
"65";"~Marecki from Olsztyn :";"Ludzie po co piszecie takie g≥upoty, oni sπ lepiej przystosowani niø wy w swoim paÒstwie. Majπ wszystko za free, a wy ????";"wczoraj†16:24";"Liczba g≥osÛw:2";"100%";"0%";NA;"100%";"#mark"
"66";"~@@";"bo Prezyden Putin nie pozwoli sobie na jakieú stowarzyszenia "" Nomady "" czy coú podobnego ,tam Romy nie poøyjπ bo nikt tam ich nie bÍdzie utrzymywa≥. Nie pracujesz nie jesz. Ja tylko sie zastanawiam kto im daje socjale ? i za co.Jeødøπ furami a skπd majπ prawo jazdy jak to tumany ani czytaÊ ani pisaÊ. Czy ktoú widzia≥ na kursie prawa jazdy cygana ,czy Pana Roma.";"wczoraj†16:23";"Liczba g≥osÛw:3";"33%";"66%";"~Majka:";"66%";"#mark"
"67";"~dina z USA";"Masz racje. Muzulmanskie baby przeciez nie pracuja. To tez lepsze krowy";"wczoraj†16:23";"Liczba g≥osÛw:2";"50%";"50%";"~wiki:";"50%";"#mark"
"68";"~øenada";"Szanowna Ewo nie pisz proszÍ o kulturze a szczegÛlnie Wroc≥awia i ca≥ej okolicy. To by≥o kulturalne miasto ale do zakoÒczenia II wojny úwiatowej. Potem przyjecha≥a kultura "" wschodnia"" ktÛra nawet ubikacji w domach nie zna≥a a Ty chcesz uczyÊ innych? Wodociπg, gaz w domu i prπd by≥ dla wielu nowoúciπ.";"wczoraj†16:23";"Liczba g≥osÛw:2";"0%";"100%";"~Ewa z Wroc≥awia:";"100%";"#mark"
